author,followers,date,message,hashtags,retweet,location,score,sentiment,likes,popularity score,reach score,relevance score,company,sector
poppythepatriot,1256,2022-11-28 07:59:57+00:00,RT @BarrettWilson6: Attn: @elonmusk - The CEO of Shopify is standing up to the mob and defending free speech. With how vicious these cancel…,None,179,"California, USA",0.2023,positive,52334,52513,-289,63933,Shopify,Technology
debra_songer,276,2022-11-28 07:59:54+00:00,RT @tobi: @nandoodles @Shopify Shopify has a published acceptable use policy and a principled process to apply it. Pressure groups on all s…,None,206,,0.0258,positive,30868,31074,-231,72054,Shopify,Technology
slater_eth,53,2022-11-28 07:59:52+00:00,"@marv_jones6 @libsoftiktok @Shopify Shopify doesn't have consumer customers lmao

You've been a Shopify customer without realizing it",None,0,Global,0.5994,positive,1807,1807,-22,2510,Shopify,Technology
Owl_Whisperer,1533,2022-11-28 07:59:46+00:00,@SnarkyHumanist @tobi @nandoodles @Shopify It isn’t about Naz1 paraphernalia; you all want LoTT’s account removed b… https://t.co/ZvJj8FT6wZ,None,0,,0.0772,positive,333339,333339,-2346,373063,Shopify,Technology
mzee26,14453,2022-11-28 07:59:44+00:00,RT @libsoftiktok: Shopify CEO responds to pressure from the media to ban my shopify account 👑 https://t.co/4hmFzkZaoj,None,695,Texas,-0.7003,negative,239354,240049,72,914302,Shopify,Technology
CharlesSawyer7,850,2022-11-28 07:58:50+00:00,RT @libsoftiktok: Shopify CEO responds to pressure from the media to ban my shopify account 👑 https://t.co/4hmFzkZaoj,None,695,,-0.7003,negative,39599,40294,-358,66215,Shopify,Technology
hernanzos,45,2022-11-28 07:58:06+00:00,RT @libsoftiktok: Shopify CEO responds to pressure from the media to ban my shopify account 👑 https://t.co/4hmFzkZaoj,None,695,,-0.7003,negative,24649,25344,-333,37858,Shopify,Technology
ShariSaysStuff,423,2022-11-28 07:57:59+00:00,@tobi @nandoodles @Shopify @ThierryBreton 👋,None,0,"Hjørring, Danmark",0.4939,positive,61706,61706,-2078,86277,Shopify,Technology
paulmelzer1,490,2022-11-28 07:57:52+00:00,"RT @MrAndyNgo: Wow. @Shopify's CEO issued a response refusing to cave in to an intimidation campaign led by leftist cancel activist, @nando…",None,348,"California, USA",-0.4019,negative,8863,9211,-828,21288,Shopify,Technology
jfeilders,494,2022-11-28 07:57:52+00:00,RT @tobi: @nandoodles @Shopify Shopify has a published acceptable use policy and a principled process to apply it. Pressure groups on all s…,None,206,Canada,0.0258,positive,24320,24526,323,253203,Shopify,Technology
xivduyll,14,2022-11-28 07:57:23+00:00,"@tobi @nandoodles @Shopify This is the only sane response.

Thank you for not caving to the radicals on either side… https://t.co/ILerauh1EC",None,0,"Portland, OR",0.3612,positive,4795,4795,-176,6731,Shopify,Technology
trump_votes,8,2022-11-24 22:23:21+00:00,DUKE ENERGY CORPORATION. VOTE!,None,0,,0.3382,positive,0,0,0,112237,DukeEnergy,Energy
fundamentalsbot,2685,2022-11-23 22:18:06+00:00,Duke Energy Corporation's quarterly revenue growth rate YoY of 14.60% ranked 1879 out of 5765 companies in our data… https://t.co/7DzcIN6vTu,None,0,,0.5719,positive,61,61,2680,209330,DukeEnergy,Energy
cmx_markets,36,2022-11-23 11:47:28+00:00,"💡Duke Energy Corporation
#DUK
💹 #TradingIdea:
↘️ Sell when the descending wave pattern is formed, where wave A brea… https://t.co/rICT3lPTqx",Duk,0,,0.2732,positive,0,0,-11,264,DukeEnergy,Energy
etf_dividend,568,2022-11-23 11:23:02+00:00,"🎯 #ETF Hunting by Keyword 🔑

🔎 Hey 🤖! Show me an #ETF investing in #Energy

🔮 ⚗ 🧪 ⚙ 👇

Ticker: $DUKB

🔎Name: Duke E… https://t.co/hPyedvanJh",Etf,0,United States,0.3382,positive,47,47,497,72220,DukeEnergy,Energy
etf_dividend,568,2022-11-28 07:16:07+00:00,"🎯 #ETF Hunting by Keyword 🔑

🔎 Hey 🤖! Show me an #ETF investing in #Energy

🔮 ⚗ 🧪 ⚙ 👇

Ticker: $DTY

🔎Name: DTE Ene… https://t.co/KueINcntTw",Etf,0,United States,0.3382,positive,47,47,497,72220,DTE_Energy,Energy
returntriangle,18,2022-11-27 22:37:53+00:00,Return triangle for DTE Energy Company #DTE @DTE_Energy https://t.co/Y6j3BLbvUL,Dte,0,,0.2732,positive,0,0,17,1400,DTE_Energy,Energy
tmj_dtw_eng,276,2022-11-27 22:13:58+00:00,"Don't submit then quit. Apply for jobs like ""Staff - ADMS Application Engineer DTE Electric"" at DTE Energy, then lo… https://t.co/3qFN5npqEK",None,0,"Detroit, MI",0.5574,positive,0,0,121,805,DTE_Energy,Energy
Stock_Prophecy,44,2022-11-27 17:35:56+00:00,"$DTE DTE Energy Company: Reference Price 109.15, 1 Year Prediction 123.91, Potential 14.0%, #DTE",Dte,0,,0.2732,positive,0,0,36,3853,DTE_Energy,Energy
tmj_MI_facmgmt,136,2022-11-26 17:40:24+00:00,"Don't submit then quit. Apply for jobs like ""Plant Manager"" at DTE Energy, then look for people you might know at t… https://t.co/UlsvELfC0x",None,0,Michigan,0.5574,positive,0,0,45,727,DTE_Energy,Energy
returntriangle,18,2022-11-25 10:40:01+00:00,Return triangle for DTE Energy Company #DTE @DTE_Energy https://t.co/b624SdlYWA,Dte,0,,0.2732,positive,0,0,17,1400,DTE_Energy,Energy
tmj_MI_facmgmt,136,2022-11-24 21:03:28+00:00,"Don't submit then quit. Apply for jobs like ""Ops &amp; Maintenance Tech"" at DTE Energy, then look for people you might… https://t.co/bUAGRyzsha",None,0,Michigan,0.5574,positive,0,0,45,727,DTE_Energy,Energy
Stock_Prophecy,44,2022-11-24 17:31:45+00:00,"$DTE DTE Energy Company: Reference Price 109.15, 3 Year Prediction 138.27, Potential 27.0%, #DTE",Dte,0,,0.2732,positive,0,0,36,3853,DTE_Energy,Energy
excellencia_ltd,8931,2022-11-24 11:11:20+00:00,RT @ToGovern: DTE Energy annual sustainability report highlights company efforts toward a clean energy future - Glo… https://t.co/X6oqi7EWmg,None,0,"Bristol, England",0.7096,positive,15,15,594,104507,DTE_Energy,Energy
ToGovern,30844,2022-11-24 10:20:22+00:00,DTE Energy annual sustainability report highlights company efforts toward a clean energy future - GlobeNewswire:… https://t.co/hl4Ivomd2F,None,0,"Boardroom, London",0.7096,positive,14934,14934,11584,338022,DTE_Energy,Energy
FastestAlert,247,2022-11-23 21:05:51+00:00,"$DTE DTE Energy Annual Sustainability Report Highlights Company Efforts Toward A Clean Energy Future

Stock News Alerts In Bio",None,0,,0.7096,positive,15,15,217,63468,DTE_Energy,Energy
stock_titan,7360,2022-11-23 21:05:44+00:00,"$DTE DTE Energy annual sustainability report highlights company efforts toward a clean energy future
https://t.co/0MJY9H1uTX",None,0,,0.7096,positive,8,8,7360,339546,DTE_Energy,Energy
InvestingStockz,22653,2022-11-23 19:05:06+00:00,DTE Energy annual sustainability report highlights company efforts toward a clean energy future - https://t.co/QNwkpAl4JA,None,0,Worldwide,0.7096,positive,1443,1443,22614,441782,DTE_Energy,Energy
InvestingStockz,22653,2022-11-23 19:05:05+00:00,DTE Energy annual sustainability report highlights company efforts toward a clean energy future - https://t.co/QNwkpA3tl0,None,0,Worldwide,0.7096,positive,1443,1443,22614,441782,DTE_Energy,Energy
CrweWorld,1095,2022-11-23 15:50:09+00:00,DTE Energy annual sustainability report highlights company efforts toward a clean energy future https://t.co/5To2jkER8G,None,0,"Las Vegas, NV",0.7096,positive,15,15,-936,1556047,DTE_Energy,Energy
stonkmooncom,53,2022-11-23 15:47:04+00:00,"$DTE
 2022-11-23 10:44 ET 

DTE Energy annual sustainability report highlights company efforts toward a clean energ… https://t.co/uJo6GkPJCM",None,0,,0.5859,positive,3,3,53,20521,DTE_Energy,Energy
theshiningmedia,17,2022-11-23 15:46:50+00:00,DTE Energy annual sustainability report highlights company efforts toward a clean energy future https://t.co/OPmCtzpMCo,None,0,India,0.7096,positive,0,0,16,5732,DTE_Energy,Energy
Tradesense_me,27,2022-11-23 15:46:08+00:00,"$DTE → 📰 Press Release

DTE Energy annual sustainability report highlights company efforts toward a clean energy fu… https://t.co/jsl33l9S5A",None,0,,0.7096,positive,0,0,15,3691,DTE_Energy,Energy
FlashAlert_me,4407,2022-11-23 15:45:55+00:00,"$DTE [15s. delayed]: Issued Press Release on November 23, 10:44:00: DTE Energy annual sustainability report highlig… https://t.co/AoV2YvG6ai",None,0,"New York, USA",0.0516,positive,0,0,4407,1224765,DTE_Energy,Energy
newsfilterio,23553,2022-11-23 15:45:20+00:00,DTE Energy annual sustainability report highlights company efforts toward a clean energy future $DTE https://t.co/giMuKWhI6o,None,0,"New York, NY",0.7096,positive,99,99,23375,1225038,DTE_Energy,Energy
trumpeter_bot,20,2022-11-21 16:59:48+00:00,I wanna squash State Street Corporation they are much worse than DTE Energy Company even since supporting Ron Paul.,None,0,every where,0.2263,positive,17,17,-25,53956,DTE_Energy,Energy
trumpeter_bot,20,2022-11-20 21:58:45+00:00,"I like Huntington Ingalls Industries, Inc. they are much smarter than DTE Energy Company even before the war began with Sarah Marshall.",None,0,every where,0.4019,positive,17,17,-25,53956,DTE_Energy,Energy
andychernov,123,2022-11-20 08:05:03+00:00,🖼 📊DTE Energy Company Тикер: DTE Идея: Long⬆️ Горизонт: 2-6 недель Цель: $127 Потенциал идеи: 10% Об...,None,0,"Moscow, Russia",0.2732,positive,7,7,-31,2035,DTE_Energy,Energy
trump_votes,8,2022-11-20 05:23:46+00:00,DTE ENERGY COMPANY. VOTE!,None,0,,0.3382,positive,0,0,0,112237,DTE_Energy,Energy
MargyMayell,6363,2022-11-28 08:17:54+00:00,"RT @justsporthumour: @woodgnomology What kind of shell game are the government playing with the “privatised” industries. 

https://t.co/nyK…",None,14,,0.2023,positive,1253690,1253704,3332,2067277,Shell,Energy
ed_fin,9555,2022-11-28 08:17:15+00:00,"IMO 9772034, operated by Shell, $SHEL built in Korea (2017), 74,356 dwt, no scrubber https://t.co/fZZGUKG22E",None,0,,-0.296,negative,48961,48961,9117,68405,Shell,Energy
Bit111111,448,2022-11-28 08:17:11+00:00,@jhyyronm @MMaenpaa1 I've found a Merino wool base layer helps a lot with wicking that away so that it can evaporat… https://t.co/jc7CDTOi8T,None,0,Canada,0.3818,positive,47471,47471,-3575,61596,Shell,Energy
badguyfrmtystry,124,2022-11-28 08:16:56+00:00,My biomedical engineering friend and his colleagues can't just shell out hundreds of dollars for textbooks that cou… https://t.co/y6g3ounT92,None,0,Basically Mexico,0.4939,positive,38453,38453,-652,43861,Shell,Energy
endowcreed,760,2022-11-28 08:16:53+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,Nigeria,-0.8176,negative,11169,13312,-484,21279,Shell,Energy
fredodiscolyric,139,2022-11-28 08:16:51+00:00,"got a few months to ourselves
enough time for me to fill this shell
of a broken hearted, emo garbage
strung out, try hard, failing artist
me",None,0,,-0.7783,negative,0,0,138,63061,Shell,Energy
SachitanandMal1,306,2022-11-28 08:16:46+00:00,RT @Kunal_Biswas707: Indian Army Live Fire Of M982A1 Excalibur Precision Shell With Maximum Range Of 50 Kilometers Costs 60 Lakh Each And I…,None,35,,-0.34,negative,70351,70386,-1162,78758,Shell,Energy
africaminenews,877,2022-11-28 08:16:40+00:00,High Court hears the application for leave to appeal by Shell in Gqeberha - YouTube https://t.co/K8MndTJORw,None,0,"Geneva, Switzerland",-0.0516,negative,0,0,877,268566,Shell,Energy
kilbackfnc,3,2022-11-28 08:16:39+00:00,"Sincerely Nuts Sunflower Seeds Roasted and Salted , Hulled | No Shell, Gluten-Free Snack, Vegan, and Kosher Certifi… https://t.co/A2nvMtkhWg",None,0,,-0.1027,negative,0,0,1,2596,Shell,Energy
ankcorp_au,1,2022-11-28 08:16:37+00:00,Excellent opportunity to acquire a Shell CRICOS RTO located in Melbourne with desirable Cookery and Hospitality qua… https://t.co/TmrRaaWCjn,None,0,Australia,0.8316,positive,37,37,-18,46,Shell,Energy
bashirian1rpjby,10,2022-11-28 08:16:33+00:00,"Brazil Nuts, 12 Pounds - Raw, Whole, No Shell, Unsalted, Kosher, Vegan, Keto and Paleo Friendly, Bulk, Good Source… https://t.co/tc9Q5mGDbz",None,0,,0.3818,positive,0,0,9,9410,Shell,Energy
nnamdiahukanna,804,2022-11-28 08:16:25+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,"Abuja,nigeria",-0.8176,negative,97257,99400,-3736,152091,Shell,Energy
CapitecBankSA,320532,2022-11-28 08:16:22+00:00,"Here’s another reason to fill up before month end. You could WIN a BMW M sport, just spend R450 or more, three time… https://t.co/PTPM1IlSWX",None,0,South Africa,0.6739,positive,3020,3020,313316,478911,Shell,Energy
afuckingmohawk,412,2022-11-28 08:16:14+00:00,"RT @LydiaTarReal: Have I ever thought about being a man? Of course, who hasn't. It may even make me happier, sure. I've never liked this sh…",None,6,Bay Area,0.5216,positive,176650,176656,-2632,231826,Shell,Energy
AfricaTimesofN1,347,2022-11-28 08:16:14+00:00,LIVE | High Court hears Shell’s appeal in seismic exploration case https://t.co/EGNHDay19Y,None,0,,0.2263,positive,10,10,330,224325,Shell,Energy
CreativeDifs,270,2022-11-28 08:16:11+00:00,@dylthorn1 I am definitely Laura Dern. https://t.co/NkgjR13MRn https://t.co/eEZdpANYYU,None,0,"Los Angeles, CA",0.4019,positive,27844,27844,-539,34409,Shell,Energy
SergioDigiac,218,2022-11-28 08:15:49+00:00,RT @danielmkovalik: Ukrainian lawyer with expertise in humanitarian law and war crimes tells us that shell which hit a school in Donetsk Ci…,None,1526,,-0.5994,negative,16188,17714,-63,22057,Shell,Energy
October_eighty,43,2022-11-28 08:15:41+00:00,"RT @KyivIndependent: ⚡️Russian forces shell Nikpol overnight. 

Russia attacked three communities of the Nikopol district in southern Dnipr…",None,103,no,-0.4588,negative,7613,7716,-84,10969,Shell,Energy
Kiama_News,2255,2022-11-28 08:15:39+00:00,Police look for Landcruiser after alleged Shell Cove sexual assault https://t.co/wFXlpUkEKA,None,0,Kiama NSW,-0.5859,negative,4,4,1707,18338,Shell,Energy
smile_shell,63,2022-11-28 08:15:31+00:00,"@s_25_love11 みゆしゃん💗
talってほんとすごいよね🥺
旅行中もずーっとるんるん気分でいれたよ☺️
ありがとう!♡またみてくれたら嬉しい🥰",None,0,,0.9476,positive,2525,2525,-13,2842,Shell,Energy
donkusuck,39,2022-11-28 08:15:25+00:00,@SHELL_PIGGS 嗅いだんスか??🤣,None,0,岐阜,0.5514,positive,1885,1885,-56,2913,Shell,Energy
shelbimfmarler,373,2022-11-28 08:14:57+00:00,"i’ve cried the last tear that i’ll cry for you, you’re just a shell of a man that i used to hold, &amp; now you’re just a ghost.",None,0,222,-0.7906,negative,4515,4515,131,8934,Shell,Energy
Patriciafogty,1,2022-11-28 08:14:55+00:00,@kilomite4 @TheSundayLife @BelTel Youre assuming she is unapologetic and proud of herself. It was an ill judged and… https://t.co/FrtM61cbih,None,0,,0.0772,positive,52,52,-4,68,Shell,Energy
theSportsQuez,2,2022-11-28 08:14:54+00:00,"@BighomieTatum @ShannonSharpe What random tells a Hall of Famer they ""were a shell of themselves"" to try and win a… https://t.co/TTPBSonD2e",None,0,,0.5859,positive,27,27,-10,178,Shell,Energy
fotg_hiyyih,2601,2022-11-28 08:14:36+00:00,@hiyyihpaws27 @1306_rain Yep but shes gone now and said shell be back soon,None,0,,0.1531,positive,16664,16664,2387,32309,Shell,Energy
Irshananda1,22,2022-11-28 08:14:24+00:00,"Today! The the shell game with only information.
؟?
نمشے

🔹W77🔹
🔹W77🔹
🔹W77🔹",None,0,Semarang  - Indonesia,0.7574,positive,0,0,-9,27056,Shell,Energy
ErdmuteD,14235,2022-11-28 08:14:21+00:00,"RT @mariannekelly66: @MetPoliceEvents You're looking in wrong place: 
Climate criminals: try @bp_UK @Shell
Funding climate criminals: @barc…",None,38,"Cornwall, and France.",-0.8885,negative,105799,105837,7290,342661,Shell,Energy
smile_shell,63,2022-11-28 08:14:12+00:00,"@7Co6rPIUARLm6aD まPPEさーん😌💗💗
ありがとうございます🥰🥰
そうなんです、、
長いようであっという間でした🥺
また明日から日常が戻ってくると思うと
ちょっと寂しいです🥹
まPPEさんのコメントが優しすぎて嬉しすぎて、、いつもほんとに感謝です😭🙏🏻💗",None,0,,0.9846,positive,2525,2525,-13,2842,Shell,Energy
TrevorMundane,1245,2022-11-28 08:13:36+00:00,@ItzBermuda There are games being built that if I saw in steam I wouldn't play if they were free. And they expect m… https://t.co/DVR8Pfc1yc,None,0,Rugville,0.3103,positive,54666,54666,139,59978,Shell,Energy
TurnerPeyton1,31,2022-11-28 08:13:34+00:00,@Xposed leave job white vary fair ​shell,None,0,,0.2732,positive,1177,1177,-185,1619,Shell,Energy
doobie_e,249,2022-11-28 08:13:24+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,On Gods own humour,-0.8176,negative,30210,32353,-96,38468,Shell,Energy
chubunoken,0,2022-11-28 08:12:41+00:00,"@thecavedaddy @GarandThumb1 nah, just go watch William Washington talk shit at Tarleton, even after Tarleton broke… https://t.co/0cXJtgrrBm",None,0,,-0.6124,negative,310,310,-47,500,Shell,Energy
f2906,996,2022-11-28 08:12:20+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,Naija,-0.8176,negative,183820,185963,-986,295769,Shell,Energy
chagutz11,342,2022-11-28 08:12:12+00:00,"@lauraxolauraxo no special occasion, just thought it would be cool to meet some Twitter peeps 😊 i'm such a hermit a… https://t.co/qOcDPbnz3G",None,0,,0.722,positive,17426,17426,12,22020,Shell,Energy
ieatgrassdaily,20,2022-11-28 08:12:12+00:00,*hides in shell*,None,0,,-0.1779,negative,16,16,3,37538,Shell,Energy
Falconer084,4987,2022-11-28 08:12:07+00:00,RT @Falconer084: The live action Ghost in the Shell movie is really good. I’m a big fan of the various anime. It’s amazing how much the act…,None,1,,0.7902,positive,218718,218719,-210,373350,Shell,Energy
KittyxKilljoyx,402,2022-11-28 08:12:01+00:00,"RT @MiMiharu__: Okay last night’s stream was amazing, thank you all for your support. I met some great people! Also thank you for the raids…",None,2,"Miami, FL",0.9501,positive,1550,1552,-96,2318,Shell,Energy
KeneNwosu1,1793,2022-11-28 08:11:54+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,,-0.8176,negative,463340,465483,-1556,571990,Shell,Energy
Jolyon_S,622,2022-11-28 08:11:39+00:00,@Ricky81D @andyps1275 @Grrysang That might be so. Means Shell have the better additives then.  Which is why my car… https://t.co/SZ2e7O0ljS,None,0,Here.  And now.,0.4404,positive,68058,68058,18,109207,Shell,Energy
IbileMADE,2632,2022-11-28 08:11:36+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,"Oyo state,Nigeria",-0.8176,negative,12069,14212,-978,19588,Shell,Energy
AKJKLove4Ever,26,2022-11-28 08:11:19+00:00,"@LibbyMbc My heart exploded … again. Speechless and heartbroken 💔 bless you , your Violet and my boy. Very few will… https://t.co/tHyoi7qyMX",None,0,,0.5859,positive,318,318,11,1147,Shell,Energy
SaglAlbachiara,524,2022-11-28 08:11:16+00:00,"3 times in my career I've used a cash shell, now called a SPAC, to create hopefully a win/win

- they need a deal a… https://t.co/J2ia3HEXd3",None,0,"Vacallo, Svizzera",0.5859,positive,2098,2098,433,7827,Shell,Energy
mr_shekslomor,2007,2022-11-28 08:11:07+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,,-0.8176,negative,7845,9988,14,16019,Shell,Energy
RQPhotography1,142,2022-11-28 08:10:51+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,,-0.8176,negative,23944,26087,-25,30358,Shell,Energy
rentalpickupaja,121,2022-11-28 08:10:22+00:00,RT @LogKa11: Russian guided Krasnopol artillery shell destroys Ukrainian Gaz-66 supply truck carrying 5 soldiers. Near Vuhledar https://t.c…,None,41,Indonesia,-0.5574,negative,35222,35263,-393,69808,Shell,Energy
businessline,105177,2022-11-28 08:10:07+00:00,Shell Energy India has started rolling out small-scale LNG supplies through its truck-loading facility from Hazira… https://t.co/eYzTeYbwmH,None,0,"Chennai, India",0.2732,positive,1299,1299,104424,401338,Shell,Energy
first_issues,474,2022-11-28 08:10:06+00:00,"shutil: copymode(), copystat() accept int arguments https://t.co/Wjkj5RJDBG #github #Python #Shell",Github,0,127.0.0.1,-0.0258,negative,8,8,463,426415,Shell,Energy
smile_shell,63,2022-11-28 08:09:53+00:00,"@7Co6rPIUARLm6aD まPPEさん🥰
お仕事おつかれさまです♡♡♡
こちらこそですぅ🥹🙏🏻💕
いつもありがとうございます☺️
休みの前日だと不思議とがんばれますよね😉💭✨",None,0,,0.9509,positive,2525,2525,-13,2842,Shell,Energy
Iykechris8,670,2022-11-28 08:09:42+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,,-0.8176,negative,5478,7621,-870,70800,Shell,Energy
LondonLeedsfan,1261,2022-11-28 08:09:36+00:00,"RT @thunderf00t: and people gush in aww and the empty shell of the tesla semi!
Its literally an empty shell!",None,9,London,-0.4912,negative,48248,48257,-1305,60666,Shell,Energy
dre_sslo,435,2022-11-28 08:09:11+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,"Lagos, Nigeria",-0.8176,negative,19796,21939,-145,37759,Shell,Energy
Socrates1882,2173,2022-11-28 08:08:24+00:00,@5liveSport @bigdaddybunce @EddieHearn @BBCSounds One thing convincing people to shell out £100 plus when things ar… https://t.co/cmjE9yl5p5,None,0,"Burnley, England",0.4019,positive,8345,8345,1199,33216,Shell,Energy
GrandMobilizer,136,2022-11-28 08:08:19+00:00,"RT @FinPlanKaluAja1: Nigerians are traumatized, they are shell shocked, that's why bad CEOs reign .

The Central Bank just said it receives…",None,2143,Nigeria,-0.8176,negative,16752,18895,78,27299,Shell,Energy
djthomas,6992,2022-11-28 07:59:00+00:00,"The top ten stocks in the S&amp;P 500 by market capitalisation:

Apple (AAPL)
Microsoft (MSFT)
Amazon (AMZN)
Tesla (TSL… https://t.co/vkbmlGCo31",None,0,Sophisticated investors 👉,0.3612,positive,880,880,4984,17173,exxonmobil,Energy
GrumpyOldShaman,3093,2022-11-28 07:57:36+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,254652,257050,-1732,343679,exxonmobil,Energy
dont_opinions,1376,2022-11-28 07:40:15+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"East Yorkshire, UK",0.5859,positive,2757,5155,-965,8274,exxonmobil,Energy
dan_barde001,699,2022-11-28 07:26:23+00:00,Working with Deloitte and Exxon Mobil is no longer a big deal because Tinubu did it.,None,0,Abuja ,-0.296,negative,147708,147708,145,275195,exxonmobil,Energy
swmoco,3655,2022-11-28 07:18:27+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Test Valley,0.5859,positive,41981,44379,-454,74792,exxonmobil,Energy
dinga1957,4068,2022-11-28 07:17:49+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,uk,0.5859,positive,17,2415,4068,130830,exxonmobil,Energy
KimbaGross,762,2022-11-28 07:15:40+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,76138,78536,-703,234725,exxonmobil,Energy
RandyResist,70973,2022-11-28 07:12:47+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,50110,52508,-5800,392800,exxonmobil,Energy
Carlton_Conley,272,2022-11-28 06:53:31+00:00,"Exxon, Mobil Chevron, Amazon, Home Depot, Kroger…have had more to do with price increases https://t.co/E4Ri0SzfY0",None,0,"Belgrade, Republic of Serbia",0.1779,positive,43248,43248,-761,67095,exxonmobil,Energy
rjw19542,1048,2022-11-28 06:42:16+00:00,"RT @AngelRe96386095: Folks, Exxon Mobil reported $17B in profits last quarter alone.
Just wanted to start your day out right. 👠",None,74,wherever my heart roams,0.2263,positive,17486,17560,-698,49498,exxonmobil,Energy
babybot21243477,12,2022-11-28 06:34:53+00:00,Baby ceiling tile installer commits wage theft at Exxon Mobil over losing iPad,None,0,,-0.3612,negative,1,1,7,9345,exxonmobil,Energy
xtarxhine,1117,2022-11-28 06:11:45+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Toronto, Ontario",0.5859,positive,174129,176527,-451,346591,exxonmobil,Energy
ElliotsWindow,335,2022-11-28 06:01:44+00:00,"Tell that to Exxon Mobil, Shell, BP. No one is leashing them. They are price-gouging. Biden has begged them to step… https://t.co/51XHI9fIzj",None,0,California,-0.296,negative,25185,25185,-248,62642,exxonmobil,Energy
BarbaraBranha10,2530,2022-11-28 05:49:55+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Oregon,0.5859,positive,80734,83132,-2240,105258,exxonmobil,Energy
CindyKester,7913,2022-11-28 05:41:04+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Seattle,0.5859,positive,111756,114154,-788,169289,exxonmobil,Energy
4Czens,432,2022-11-28 05:34:24+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,Planet Earth,0.5859,positive,69905,72303,42,194188,exxonmobil,Energy
WeEntered,5528,2022-11-28 05:31:02+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,,0.5859,positive,362303,364701,-441,725594,exxonmobil,Energy
Mrstanleycup,662,2022-11-28 05:30:49+00:00,"RT @SenSanders: Shock. Shock. Shock. Gas prices are at the highest level in 7 years while Exxon Mobil, Chevron, Shell &amp; BP made nearly $25…",None,32028,"Pennsylvania, USA",-0.7783,negative,2641,34669,-2920,49920,exxonmobil,Energy
GoldmanSachBOT,112,2022-11-28 05:30:43+00:00,"Exxon Mobil Corp. (XOM) surprised the market with Q4 result. Morgan Stanley changed the rating to Underperform, as… https://t.co/7qhW3WLd1j",None,0,,0.2263,positive,0,0,111,188602,exxonmobil,Energy
StayHomeHania,14166,2022-11-28 05:27:43+00:00,RT @PatRyanUC: Exxon Mobil reported $17B in profit last quarter alone. The highest profit reported by an oil and gas company in history. Ye…,None,2398,"Portland, OR",0.5859,positive,106358,108756,-250,130338,exxonmobil,Energy
paravola,1850,2022-11-28 05:25:05+00:00,"RT @PandemicTruther: ESG scores attributed to companies is a total joke, as E. Musk said. It's cheap wokism. Tesla ends up having a lower s…",None,8,Japan,0.0754,positive,3545,3553,1065,345090,exxonmobil,Energy
